PROVÍNCIA;COMARCA;MUNICIPI;SIGLES;PARTIT;VOTS;PERCENT
Tarragona;Montsià ;Mas de Barberans;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Tarragona;Montsià ;Mas de Barberans;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Montsià ;Mas de Barberans;PUMJ;PER UN MÓN MÉS JUST;-;-
Tarragona;Montsià ;Mas de Barberans;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Tarragona;Montsià ;Masdenverge;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;203;31,52
Tarragona;Montsià ;Masdenverge;JxCAT;JUNTS PER CATALUNYA-JUNTS;149;23,14
Tarragona;Montsià ;Masdenverge;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);124;19,25
Tarragona;Montsià ;Masdenverge;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;50;7,76
Tarragona;Montsià ;Masdenverge;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;47;7,30
Tarragona;Montsià ;Masdenverge;VOX;VOX;27;4,19
Tarragona;Montsià ;Masdenverge;PP;PARTIDO POPULAR;25;3,88
Tarragona;Montsià ;Masdenverge;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;13;2,02
Tarragona;Montsià ;Masdenverge;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;2;0,31
Tarragona;Montsià ;Masdenverge;CNV;CONVERGENTS;-;-
Tarragona;Montsià ;Masdenverge;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Montsià ;Masdenverge;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Tarragona;Montsià ;Masdenverge;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Montsià ;Masdenverge;PUMJ;PER UN MÓN MÉS JUST;-;-
Tarragona;Montsià ;Masdenverge;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Tarragona;Montsià ;Sant Carles de la Ràpita;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;3318;42,82
Tarragona;Montsià ;Sant Carles de la Ràpita;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);1378;17,78
Tarragona;Montsià ;Sant Carles de la Ràpita;JxCAT;JUNTS PER CATALUNYA-JUNTS;935;12,07
Tarragona;Montsià ;Sant Carles de la Ràpita;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;918;11,85
Tarragona;Montsià ;Sant Carles de la Ràpita;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;473;6,10
Tarragona;Montsià ;Sant Carles de la Ràpita;PP;PARTIDO POPULAR;266;3,43
Tarragona;Montsià ;Sant Carles de la Ràpita;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;194;2,50
Tarragona;Montsià ;Sant Carles de la Ràpita;VOX;VOX;162;2,09
Tarragona;Montsià ;Sant Carles de la Ràpita;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;44;0,57
Tarragona;Montsià ;Sant Carles de la Ràpita;RCERO;RECORTES CERO-GRUPO VERDE;6;0,08
Tarragona;Montsià ;Sant Carles de la Ràpita;IZQP;IZQUIERDA EN POSITIVO;5;0,06
Tarragona;Montsià ;Sant Carles de la Ràpita;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;5;0,06
Tarragona;Montsià ;Sant Carles de la Ràpita;PUMJ;PER UN MÓN MÉS JUST;4;0,05
Tarragona;Montsià ;Sant Carles de la Ràpita;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;3;0,04
Tarragona;Montsià ;Sant Carles de la Ràpita;CNV;CONVERGENTS;2;0,03
Tarragona;Montsià ;Sant Jaume d'Enveja;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);643;32,47
Tarragona;Montsià ;Sant Jaume d'Enveja;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;617;31,16
Tarragona;Montsià ;Sant Jaume d'Enveja;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;229;11,57
Tarragona;Montsià ;Sant Jaume d'Enveja;JxCAT;JUNTS PER CATALUNYA-JUNTS;196;9,90
Tarragona;Montsià ;Sant Jaume d'Enveja;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;123;6,21
Tarragona;Montsià ;Sant Jaume d'Enveja;PP;PARTIDO POPULAR;63;3,18
Tarragona;Montsià ;Sant Jaume d'Enveja;VOX;VOX;58;2,93
Tarragona;Montsià ;Sant Jaume d'Enveja;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;15;0,76
Tarragona;Montsià ;Sant Jaume d'Enveja;IZQP;IZQUIERDA EN POSITIVO;10;0,51
Tarragona;Montsià ;Sant Jaume d'Enveja;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;4;0,20
Tarragona;Montsià ;Sant Jaume d'Enveja;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;4;0,20
Tarragona;Montsià ;Sant Jaume d'Enveja;CNV;CONVERGENTS;1;0,05
Tarragona;Montsià ;Sant Jaume d'Enveja;RCERO;RECORTES CERO-GRUPO VERDE;1;0,05
Tarragona;Montsià ;Sant Jaume d'Enveja;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Montsià ;Sant Jaume d'Enveja;PUMJ;PER UN MÓN MÉS JUST;-;-
Tarragona;Montsià ;Santa Bàrbara;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;602;31,75
Tarragona;Montsià ;Santa Bàrbara;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);347;18,30
Tarragona;Montsià ;Santa Bàrbara;JxCAT;JUNTS PER CATALUNYA-JUNTS;255;13,45
Tarragona;Montsià ;Santa Bàrbara;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;227;11,97
Tarragona;Montsià ;Santa Bàrbara;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;170;8,97
Tarragona;Montsià ;Santa Bàrbara;PP;PARTIDO POPULAR;132;6,96
Tarragona;Montsià ;Santa Bàrbara;VOX;VOX;105;5,54
Tarragona;Montsià ;Santa Bàrbara;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;29;1,53
Tarragona;Montsià ;Santa Bàrbara;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;15;0,79
Tarragona;Montsià ;Santa Bàrbara;CNV;CONVERGENTS;2;0,11
Tarragona;Montsià ;Santa Bàrbara;IZQP;IZQUIERDA EN POSITIVO;1;0,05
Tarragona;Montsià ;Santa Bàrbara;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;1;0,05
Tarragona;Montsià ;Santa Bàrbara;PUMJ;PER UN MÓN MÉS JUST;1;0,05
Tarragona;Montsià ;Santa Bàrbara;RCERO;RECORTES CERO-GRUPO VERDE;1;0,05
Tarragona;Montsià ;Santa Bàrbara;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Montsià ;La Sénia;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;772;25,46
Tarragona;Montsià ;La Sénia;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);756;24,93
Tarragona;Montsià ;La Sénia;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;387;12,76
Tarragona;Montsià ;La Sénia;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;332;10,95
Tarragona;Montsià ;La Sénia;PP;PARTIDO POPULAR;270;8,91
Tarragona;Montsià ;La Sénia;JxCAT;JUNTS PER CATALUNYA-JUNTS;208;6,86
Tarragona;Montsià ;La Sénia;VOX;VOX;181;5,97
Tarragona;Montsià ;La Sénia;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;60;1,98
Tarragona;Montsià ;La Sénia;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;24;0,79
Tarragona;Montsià ;La Sénia;RCERO;RECORTES CERO-GRUPO VERDE;5;0,16
Tarragona;Montsià ;La Sénia;CNV;CONVERGENTS;2;0,07
Tarragona;Montsià ;La Sénia;PUMJ;PER UN MÓN MÉS JUST;2;0,07
Tarragona;Montsià ;La Sénia;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;1;0,03
Tarragona;Montsià ;La Sénia;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;1;0,03
Tarragona;Montsià ;La Sénia;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Montsià ;Ulldecona;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;869;29,31
Tarragona;Montsià ;Ulldecona;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);636;21,45
Tarragona;Montsià ;Ulldecona;JxCAT;JUNTS PER CATALUNYA-JUNTS;381;12,85
Tarragona;Montsià ;Ulldecona;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;326;10,99
Tarragona;Montsià ;Ulldecona;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;264;8,90
Tarragona;Montsià ;Ulldecona;PP;PARTIDO POPULAR;203;6,85
Tarragona;Montsià ;Ulldecona;VOX;VOX;149;5,03
Tarragona;Montsià ;Ulldecona;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;80;2,70
Tarragona;Montsià ;Ulldecona;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;22;0,74
Tarragona;Montsià ;Ulldecona;PUMJ;PER UN MÓN MÉS JUST;5;0,17
Tarragona;Montsià ;Ulldecona;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;2;0,07
Tarragona;Montsià ;Ulldecona;RCERO;RECORTES CERO-GRUPO VERDE;2;0,07
Tarragona;Montsià ;Ulldecona;CNV;CONVERGENTS;1;0,03
Tarragona;Montsià ;Ulldecona;IZQP;IZQUIERDA EN POSITIVO;1;0,03
Tarragona;Montsià ;Ulldecona;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;1;0,03
Tarragona;Priorat;;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;2663;45,49
Tarragona;Priorat;;JxCAT;JUNTS PER CATALUNYA-JUNTS;1346;22,99
Tarragona;Priorat;;PSOE;PARTIDO SOCIALISTA OBRERO ESPAÑOL;707;12,08
Tarragona;Priorat;;PODEMOS;UNIDAS PODEMOS;407;6,95
Tarragona;Priorat;;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;252;4,30
Tarragona;Priorat;;Cs;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;200;3,42
Tarragona;Priorat;;PP;PARTIDO POPULAR;126;2,15
Tarragona;Priorat;;VOX;VOX;70;1,20
Tarragona;Priorat;;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;38;0,65
Tarragona;Priorat;;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;9;0,15
Tarragona;Priorat;;RCERO;RECORTES CERO-GRUPO VERDE;5;0,09
Tarragona;Priorat;;PCTE;PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA;3;0,05
Tarragona;Priorat;;PUMJ;POR UN MUNDO MÁS JUSTO;3;0,05
Tarragona;Priorat;;CNV;CONVERGENTS;2;0,03
Tarragona;Priorat;;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Priorat;;PCPE;PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA;-;-
Tarragona;Priorat;Bellmunt del Priorat;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;86;46,24
Tarragona;Priorat;Bellmunt del Priorat;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);33;17,74
Tarragona;Priorat;Bellmunt del Priorat;JxCAT;JUNTS PER CATALUNYA-JUNTS;23;12,37
Tarragona;Priorat;Bellmunt del Priorat;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;21;11,29
Tarragona;Priorat;Bellmunt del Priorat;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;12;6,45
Tarragona;Priorat;Bellmunt del Priorat;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;5;2,69
Tarragona;Priorat;Bellmunt del Priorat;VOX;VOX;2;1,08
Tarragona;Priorat;Bellmunt del Priorat;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;1;0,54
Tarragona;Priorat;Bellmunt del Priorat;PP;PARTIDO POPULAR;1;0,54
Tarragona;Priorat;Bellmunt del Priorat;RCERO;RECORTES CERO-GRUPO VERDE;1;0,54
Tarragona;Priorat;Bellmunt del Priorat;CNV;CONVERGENTS;-;-
Tarragona;Priorat;Bellmunt del Priorat;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Priorat;Bellmunt del Priorat;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Tarragona;Priorat;Bellmunt del Priorat;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Priorat;Bellmunt del Priorat;PUMJ;PER UN MÓN MÉS JUST;-;-
Tarragona;Priorat;La Bisbal de Falset;JxCAT;JUNTS PER CATALUNYA-JUNTS;60;43,80
Tarragona;Priorat;La Bisbal de Falset;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;50;36,50
Tarragona;Priorat;La Bisbal de Falset;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);11;8,03
Tarragona;Priorat;La Bisbal de Falset;PP;PARTIDO POPULAR;5;3,65
Tarragona;Priorat;La Bisbal de Falset;VOX;VOX;4;2,92
Tarragona;Priorat;La Bisbal de Falset;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;3;2,19
Tarragona;Priorat;La Bisbal de Falset;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;3;2,19
Tarragona;Priorat;La Bisbal de Falset;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;1;0,73
Tarragona;Priorat;La Bisbal de Falset;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;-;-
Tarragona;Priorat;La Bisbal de Falset;CNV;CONVERGENTS;-;-
Tarragona;Priorat;La Bisbal de Falset;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Priorat;La Bisbal de Falset;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Tarragona;Priorat;La Bisbal de Falset;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Priorat;La Bisbal de Falset;PUMJ;PER UN MÓN MÉS JUST;-;-
Tarragona;Priorat;La Bisbal de Falset;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Tarragona;Priorat;Cabacés;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;77;37,93
Tarragona;Priorat;Cabacés;JxCAT;JUNTS PER CATALUNYA-JUNTS;46;22,66
Tarragona;Priorat;Cabacés;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);36;17,73
Tarragona;Priorat;Cabacés;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;12;5,91
Tarragona;Priorat;Cabacés;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;8;3,94
Tarragona;Priorat;Cabacés;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;7;3,45
Tarragona;Priorat;Cabacés;PP;PARTIDO POPULAR;6;2,96
Tarragona;Priorat;Cabacés;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;2;0,99
Tarragona;Priorat;Cabacés;VOX;VOX;2;0,99
Tarragona;Priorat;Cabacés;CNV;CONVERGENTS;-;-
Tarragona;Priorat;Cabacés;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Priorat;Cabacés;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Tarragona;Priorat;Cabacés;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Priorat;Cabacés;PUMJ;PER UN MÓN MÉS JUST;-;-
Tarragona;Priorat;Cabacés;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Tarragona;Priorat;Capçanes;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;131;47,46
Tarragona;Priorat;Capçanes;JxCAT;JUNTS PER CATALUNYA-JUNTS;59;21,38
Tarragona;Priorat;Capçanes;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;26;9,42
Tarragona;Priorat;Capçanes;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);18;6,52
Tarragona;Priorat;Capçanes;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;14;5,07
Tarragona;Priorat;Capçanes;PP;PARTIDO POPULAR;10;3,62
Tarragona;Priorat;Capçanes;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;7;2,54
Tarragona;Priorat;Capçanes;VOX;VOX;7;2,54
Tarragona;Priorat;Capçanes;RCERO;RECORTES CERO-GRUPO VERDE;2;0,72
Tarragona;Priorat;Capçanes;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;1;0,36
Tarragona;Priorat;Capçanes;PUMJ;PER UN MÓN MÉS JUST;1;0,36
Tarragona;Priorat;Capçanes;CNV;CONVERGENTS;-;-
Tarragona;Priorat;Capçanes;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Priorat;Capçanes;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Tarragona;Priorat;Capçanes;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Priorat;Cornudella de Montsant;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;308;52,74
Tarragona;Priorat;Cornudella de Montsant;JxCAT;JUNTS PER CATALUNYA-JUNTS;130;22,26
Tarragona;Priorat;Cornudella de Montsant;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);51;8,73
Tarragona;Priorat;Cornudella de Montsant;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;38;6,51
Tarragona;Priorat;Cornudella de Montsant;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;27;4,62
Tarragona;Priorat;Cornudella de Montsant;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;14;2,40
Tarragona;Priorat;Cornudella de Montsant;PP;PARTIDO POPULAR;5;0,86
Tarragona;Priorat;Cornudella de Montsant;VOX;VOX;5;0,86
Tarragona;Priorat;Cornudella de Montsant;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;2;0,34
Tarragona;Priorat;Cornudella de Montsant;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;1;0,17
Tarragona;Priorat;Cornudella de Montsant;RCERO;RECORTES CERO-GRUPO VERDE;1;0,17
Tarragona;Priorat;Cornudella de Montsant;CNV;CONVERGENTS;-;-
Tarragona;Priorat;Cornudella de Montsant;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Priorat;Cornudella de Montsant;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Priorat;Cornudella de Montsant;PUMJ;PER UN MÓN MÉS JUST;-;-
Tarragona;Priorat;Falset;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;715;44,08
Tarragona;Priorat;Falset;JxCAT;JUNTS PER CATALUNYA-JUNTS;367;22,63
Tarragona;Priorat;Falset;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);238;14,67
Tarragona;Priorat;Falset;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;104;6,41
Tarragona;Priorat;Falset;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;64;3,95
Tarragona;Priorat;Falset;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;57;3,51
Tarragona;Priorat;Falset;PP;PARTIDO POPULAR;36;2,22
Tarragona;Priorat;Falset;VOX;VOX;22;1,36
Tarragona;Priorat;Falset;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;9;0,55
Tarragona;Priorat;Falset;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;2;0,12
Tarragona;Priorat;Falset;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;1;0,06
Tarragona;Priorat;Falset;CNV;CONVERGENTS;-;-
Tarragona;Priorat;Falset;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Priorat;Falset;PUMJ;PER UN MÓN MÉS JUST;-;-
Tarragona;Priorat;Falset;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Tarragona;Priorat;La Figuera;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;35;45,45
Tarragona;Priorat;La Figuera;JxCAT;JUNTS PER CATALUNYA-JUNTS;22;28,57
Tarragona;Priorat;La Figuera;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;8;10,39
Tarragona;Priorat;La Figuera;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);5;6,49
Tarragona;Priorat;La Figuera;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;3;3,90
Tarragona;Priorat;La Figuera;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;2;2,60
Tarragona;Priorat;La Figuera;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;1;1,30
Tarragona;Priorat;La Figuera;VOX;VOX;1;1,30
Tarragona;Priorat;La Figuera;CNV;CONVERGENTS;-;-
Tarragona;Priorat;La Figuera;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Priorat;La Figuera;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Tarragona;Priorat;La Figuera;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Priorat;La Figuera;PP;PARTIDO POPULAR;-;-
Tarragona;Priorat;La Figuera;PUMJ;PER UN MÓN MÉS JUST;-;-
Tarragona;Priorat;La Figuera;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Tarragona;Priorat;Gratallops;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;51;34,93
Tarragona;Priorat;Gratallops;JxCAT;JUNTS PER CATALUNYA-JUNTS;28;19,18
Tarragona;Priorat;Gratallops;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);24;16,44
Tarragona;Priorat;Gratallops;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;19;13,01
Tarragona;Priorat;Gratallops;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;7;4,79
Tarragona;Priorat;Gratallops;PP;PARTIDO POPULAR;7;4,79
Tarragona;Priorat;Gratallops;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;6;4,11
Tarragona;Priorat;Gratallops;VOX;VOX;2;1,37
Tarragona;Priorat;Gratallops;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;1;0,68
Tarragona;Priorat;Gratallops;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;1;0,68
Tarragona;Priorat;Gratallops;CNV;CONVERGENTS;-;-
Tarragona;Priorat;Gratallops;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Priorat;Gratallops;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Priorat;Gratallops;PUMJ;PER UN MÓN MÉS JUST;-;-
Tarragona;Priorat;Gratallops;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Tarragona;Priorat;Els Guiamets;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;93;48,19
Tarragona;Priorat;Els Guiamets;JxCAT;JUNTS PER CATALUNYA-JUNTS;35;18,13
Tarragona;Priorat;Els Guiamets;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);29;15,03
Tarragona;Priorat;Els Guiamets;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;11;5,70
Tarragona;Priorat;Els Guiamets;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;7;3,63
Tarragona;Priorat;Els Guiamets;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;7;3,63
Tarragona;Priorat;Els Guiamets;PP;PARTIDO POPULAR;4;2,07
Tarragona;Priorat;Els Guiamets;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;3;1,55
Tarragona;Priorat;Els Guiamets;VOX;VOX;2;1,04
Tarragona;Priorat;Els Guiamets;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;1;0,52
Tarragona;Priorat;Els Guiamets;CNV;CONVERGENTS;-;-
Tarragona;Priorat;Els Guiamets;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Priorat;Els Guiamets;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
Tarragona;Priorat;Els Guiamets;PUMJ;PER UN MÓN MÉS JUST;-;-
Tarragona;Priorat;Els Guiamets;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Tarragona;Priorat;El Lloar;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;29;39,19
Tarragona;Priorat;El Lloar;JxCAT;JUNTS PER CATALUNYA-JUNTS;15;20,27
Tarragona;Priorat;El Lloar;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;8;10,81
Tarragona;Priorat;El Lloar;PP;PARTIDO POPULAR;7;9,46
Tarragona;Priorat;El Lloar;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);7;9,46
Tarragona;Priorat;El Lloar;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;3;4,05
Tarragona;Priorat;El Lloar;VOX;VOX;3;4,05
Tarragona;Priorat;El Lloar;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;2;2,70
Tarragona;Priorat;El Lloar;CNV;CONVERGENTS;-;-
Tarragona;Priorat;El Lloar;IZQP;IZQUIERDA EN POSITIVO;-;-
Tarragona;Priorat;El Lloar;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;-;-
Tarragona;Priorat;El Lloar;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Tarragona;Priorat;El Lloar;PCTC;PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA;-;-
